lat,lon
-37.8114615,144.9723364
-37.81170308,144.9679334
-37.81058268,144.9684732
-37.80979612,144.971159
-37.80868312,144.9665328
-37.79829959,144.9574156
-37.79848941,144.9573917
-37.79857069,144.9573812
-37.81762778,144.9458511
-37.80917446,144.9821604
-37.80676728,144.9598931
-37.80235327,144.9579981
-37.81453628,144.9540221
-37.81348302,144.9508061
-37.82124714,144.9673833
-37.82121534,144.9674414
-37.81243299,144.9690225
-37.79632467,144.9521806
-37.80959214,144.9722183
-37.80958207,144.9721149
-37.81250396,144.9534107
-37.8378393,144.9764491
-37.81036916,144.9584464
-37.81271671,144.9538872
-37.81208844,144.9564056
-37.81074709,144.9589077
-37.81488567,144.9576975
-37.80207871,144.959851
-37.8020771,144.9598356
-37.79345501,144.966569
-37.81460304,144.9579668
-37.81459959,144.9579754
-37.81567024,144.9380549
-37.81145192,144.9570797
-37.80624539,144.9584104
-37.80622893,144.9582564
-37.81073367,144.9595527
-37.81515326,144.984077
-37.82086626,144.9553166
-37.81861241,144.9638856
-37.80846179,144.960379
-37.80875368,144.958798
-37.81050878,144.9853785
-37.81458148,144.9519414
-37.81473427,144.9574949
-37.8141055,144.9563462
-37.81862139,144.9566116
-37.81799495,144.9591245
-37.81632196,144.977296
-37.7997253,144.9463095
-37.815342,144.9597339
-37.80226575,144.9495592
-37.80226616,144.9495673
-37.80226856,144.9495858
-37.81305872,144.9633171
-37.80842174,144.95994
-37.79378203,144.9697804
-37.81564802,144.9636735
-37.81674929,144.9584614
-37.8160037,144.9608401
-37.81265501,144.9722626
-37.79821,144.9687522
-37.79808094,144.9687727
-37.81632211,144.9633407
-37.81764451,144.9588037
-37.81769895,144.9586068
-37.80923484,144.9663514
-37.81265884,144.9536319
-37.81307302,144.9521809
-37.81528412,144.9609813
-37.81757211,144.9620274
-37.81732522,144.9591054
-37.81609187,144.9582627
-37.81658365,144.9640976
-37.81508473,144.9552828
-37.81362049,144.942638
-37.80208537,144.9599125
-37.80208225,144.9598834
-37.82028307,144.9426344
-37.80746337,144.9473454
-37.82210353,144.944518
-37.81459082,144.958005
-37.81659293,144.9641025
-37.80622698,144.958248
-37.81503252,144.9601491
-37.80396126,144.9602093
-37.81690346,144.9535436
-37.79838933,144.9687153
-37.82717543,144.9580403
-37.8205562,144.9504772
-37.81624343,144.9636268
-37.81880471,144.9541943
-37.81633973,144.9858555
-37.79822899,144.9528308
-37.79823789,144.9528399
-37.80944027,144.9515421
-37.81660773,144.9882426
-37.8141552,144.9707664
-37.80497504,144.9615444
-37.82101292,144.9470692
-37.79331355,144.9219446
-37.79336274,144.9218417
-37.79330372,144.9210251
-37.79342557,144.9212352
-37.79164998,144.9248424
-37.79253572,144.9252194
-37.83048626,144.9689295
-37.80327232,144.9497066
-37.81781037,144.9543976
-37.81781326,144.9543825
-37.79557649,144.9751473
-37.81835256,144.9466291
-37.81945061,144.9474444
-37.81939936,144.9473834
-37.81925483,144.9472295
-37.82055135,144.9512706
-37.7983423,144.9649995
-37.79836697,144.9652226
-37.82421949,144.9436774
-37.79621167,144.9741483
-37.7973076,144.9329979
-37.81798946,144.9652432
-37.80980527,144.9669607
-37.81529836,144.9590984
-37.79187949,144.924325
-37.80008597,144.9559964
-37.80037374,144.9628524
-37.79469314,144.9441404
-37.81512636,144.9836742
-37.81562083,144.9882576
-37.81097538,144.9509853
-37.81094531,144.9511168
-37.82069235,144.9505541
-37.80588348,144.9569658
-37.79818528,144.9687559
-37.79842016,144.9687111
-37.81249904,144.9706058
-37.81622211,144.9637074
-37.81685669,144.9621742
-37.81763664,144.9588331
-37.8129028,144.9527668
-37.80956395,144.9664974
-37.81879215,144.959786
-37.81821615,144.9539246
-37.81360804,144.9426681
-37.81523331,144.9601394
-37.8093059,144.9833682
-37.81720669,144.9615646
-37.81829526,144.9641499
-37.81911787,144.9611356
-37.8208864,144.9616129
-37.81338201,144.9622048
-37.81299854,144.9671721
-37.81247198,144.962474
-37.82060707,144.9632035
-37.82062071,144.9631375
-37.80668184,144.9581513
-37.8002712,144.9611453
-37.81758914,144.9638812
-37.82821497,144.9684195
-37.79698855,144.966993
-37.81579213,144.9652281
-37.78171026,144.9579985
-37.80732492,144.9637406
-37.8022308,144.9596514
-37.80856495,144.9677423
-37.80792155,144.9515851
-37.81457838,144.9550454
-37.810767,144.9561172
-37.82041362,144.9638567
-37.81608192,144.9564273
-37.80031593,144.9621051
-37.80098412,144.9625147
-37.80594396,144.9575329
-37.8103359,144.9668207
-37.80906802,144.9721297
-37.80907401,144.9718391
-37.81684791,144.9657628
-37.81554364,144.9626984
-37.81844434,144.9449939
-37.80993285,144.9802135
-37.82766403,144.9662136
-37.8045694,144.9603826
-37.80899316,144.9805375
-37.8191353,144.9620694
-37.81913355,144.9620673
-37.81262173,144.9723764
-37.82324989,144.9416229
-37.81815527,144.9458579
-37.81424935,144.9412626
-37.80522193,144.9559016
-37.81332874,144.9666192
-37.81314644,144.9666563
-37.81990631,144.9508678
-37.80035825,144.9642396
-37.81893186,144.9431767
-37.8224368,144.9694162
-37.81341409,144.9579544
-37.81332765,144.9666032
-37.80804493,144.9579413
-37.80949392,144.9680632
-37.80317154,144.9636446
-37.80315777,144.9636456
-37.80066326,144.961075
-37.8007223,144.9610658
-37.80188318,144.9606587
-37.82060683,144.9461169
-37.82041748,144.9445981
-37.82005417,144.9454213
-37.82161751,144.944796
-37.82161599,144.9448066
-37.81841491,144.949126
-37.81849098,144.9496648
-37.81990147,144.9508954
-37.82616026,144.9613061
-37.79984852,144.9473968
-37.8094318,144.9515524
-37.79879976,144.9694646
-37.84756969,144.9799733
-37.83034171,144.9657663
-37.80038896,144.957161
-37.79600504,144.966854
-37.79600958,144.966898
-37.8159147,144.9654373
-37.79968596,144.9546432
-37.83016982,144.9727439
-37.81557216,144.9792051
-37.82133756,144.9467248
-37.81529692,144.9387003
-37.81275599,144.9707275
-37.81495184,144.9687386
-37.8130927,144.9707815
-37.80882797,144.949179
-37.81138617,144.9649449
-37.8184184,144.9491038
-37.81623027,144.9384022
-37.81555879,144.9396984
-37.81818328,144.9455319
-37.82148514,144.9511151
-37.8194612,144.944714
-37.81472831,144.9455909
-37.81199998,144.9778141
-37.80529673,144.9517269
-37.81768422,144.9639235
-37.79861662,144.9689513
-37.82765239,144.9662178
-37.80245181,144.9586137
-37.80854112,144.9634522
-37.82149972,144.9689751
-37.79737668,144.9685485
-37.81818623,144.9455409
-37.81528432,144.9711449
-37.81648456,144.9584474
-37.82129829,144.951004
-37.81262826,144.9723576
-37.79839668,144.9687133
-37.81456055,144.9618236
-37.81304182,144.9633714
-37.81823117,144.9539335
-37.81640371,144.9637707
-37.81850941,144.9624641
-37.81782593,144.9624622
-37.82154588,144.9434028
-37.84523816,144.9807813
-37.81689933,144.9573852
-37.80990703,144.9623635
-37.80981882,144.9626716
-37.81869043,144.9441306
-37.81311015,144.9390255
-37.82053453,144.9441272
-37.81546357,144.9403134
-37.81946129,144.9486569
-37.81872671,144.9483758
-37.82464888,144.9466398
-37.80148189,144.9485283
-37.82998008,144.9692745
-37.81569284,144.9697554
-37.82383983,144.9683184
-37.80632843,144.9589536
-37.81947159,144.9598098
-37.81426461,144.9448083
-37.80169051,144.9621162
-37.80176444,144.9621024
-37.81607222,144.9564598
-37.81836913,144.9492706
-37.80406265,144.9577089
-37.80632695,144.958364
-37.80966418,144.9642089
-37.80972569,144.9645139
-37.8016141,144.945159
-37.80317322,144.9690075
-37.81020148,144.9667554
-37.80596577,144.9644134
-37.79556993,144.9260205
-37.79798954,144.9675231
-37.79291263,144.9226196
-37.79420504,144.9556886
-37.79462347,144.955591
-37.79463056,144.955584
-37.79358595,144.9562554
-37.79330628,144.9564874
-37.82635888,144.9602085
-37.82648974,144.9602718
-37.78691675,144.9408669
-37.79619479,144.9268487
-37.79370822,144.9397301
-37.8203541,144.9438892
-37.81529804,144.9591108
-37.80054204,144.9557311
-37.80495278,144.9657131
-37.79309302,144.922317
-37.81346215,144.9508807
-37.79966717,144.9580214
-37.79449639,144.9423433
-37.81175584,144.9674709
-37.79953276,144.9266201
-37.79955701,144.9261034
-37.81242507,144.9733067
-37.79949973,144.9274159
-37.81798795,144.9575929
-37.79441217,144.9310039
-37.80458993,144.949479
-37.80489394,144.967838
-37.80490025,144.9678378
-37.80598296,144.9539241
-37.81524112,144.9718752
-37.81194533,144.9630158
-37.81027354,144.9619156
-37.81267665,144.9646058
-37.81393798,144.9684752
-37.81409268,144.9685311
-37.80690972,144.9629836
-37.80778572,144.9613203
-37.81573909,144.9660649
-37.81467793,144.965641
-37.80342342,144.9496847
-37.81091616,144.9630244
-37.81088898,144.9633077
-37.81088501,144.9633233
-37.80999709,144.9663635
-37.81301125,144.9627247
-37.81302179,144.9712684
-37.82073862,144.9505875
-37.81320477,144.9707216
-37.8126255,144.9683652
-37.81012408,144.9700358
-37.81012974,144.970014
-37.79433287,144.9308348
-37.80588881,144.9569826
-37.79831565,144.9574115
-37.79846872,144.9573941
-37.79850978,144.9573916
-37.81209559,144.9708679
-37.80211894,144.9578721
-37.81276208,144.9686033
-37.79874337,144.9641214
-37.79697316,144.9530726
-37.81096801,144.9630419
-37.81470842,144.9728272
-37.79887811,144.964096
-37.81144674,144.9570978
-37.81340999,144.9579729
-37.81082089,144.9589436
-37.81499128,144.974596
-37.80619694,144.942254
-37.80231172,144.966544
-37.80865595,144.9583327
-37.80816803,144.9600211
-37.80924242,144.960615
-37.80867569,144.9665614
-37.79844509,144.9573977
-37.79845605,144.9573959
-37.79852665,144.9573875
-37.81513312,144.9563881
-37.81412416,144.9562735
-37.8180324,144.9591432
-37.81905555,144.9584439
-37.82100988,144.9557717
-37.81304366,144.939294
-37.82058012,144.9547084
-37.81970846,144.9545971
-37.81533387,144.9597591
-37.80222855,144.957957
-37.82250699,144.9694518
-37.81306446,144.9633
-37.81463916,144.9733684
-37.82006429,144.9510701
-37.80712865,144.9626052
-37.81405088,144.9632002
-37.81375054,144.9611032
-37.81403172,144.9718689
-37.80284156,144.9589823
-37.81726702,144.9566638
-37.8097466,144.9786027
-37.82369938,144.9699876
-37.8216623,144.934147
-37.82165048,144.9341053
-37.79835911,144.9687191
-37.81443057,144.9382598
-37.83074365,144.9859051
-37.81701128,144.9571791
-37.81701427,144.9571639
-37.81621431,144.9530032
-37.80702255,144.9548263
-37.80375782,144.9569371
-37.81456289,144.9733618
-37.81485745,144.9723652
-37.8148629,144.9723467
-37.80664158,144.9645238
-37.79773343,144.9645804
-37.8039942,144.9632213
-37.82049374,144.940262
-37.81789718,144.9674504
-37.80004832,144.9559508
-37.79472241,144.9443613
-37.80129562,144.965452
-37.81557479,144.9876622
-37.79856881,144.9652942
-37.81645942,144.933558
-37.80002327,144.9572129
-37.80229607,144.9494166
-37.81350063,144.9507513
-37.81693697,144.9534756
-37.79827983,144.9509147
-37.80744125,144.9427678
-37.8074488,144.9427717
-37.81244328,144.9732441
-37.79956204,144.9261332
-37.81786679,144.9580063
-37.81785412,144.9580758
-37.79437029,144.9308312
-37.80459543,144.9494795
-37.80456969,144.9494812
-37.81031163,144.9526519
-37.84125523,144.9847355
-37.79890957,144.9640913
-37.80030082,144.9637529
-37.8114434,144.9715104
-37.80234034,144.9511215
-37.81599227,144.9651386
-37.81727899,144.9646811
-37.8169724,144.9645551
-37.81014023,144.9691747
-37.82015667,144.9430439
-37.80003552,144.9572126
-37.81361327,144.9725891
-37.81361099,144.9726035
-37.81063045,144.9716099
-37.79859605,144.9573779
-37.80985764,144.9633528
-37.80226096,144.9579443
-37.8092429,144.9719445
-37.81358774,144.9733887
-37.80972198,144.9838001
-37.81274816,144.9525337
-37.815918,144.957731
-37.8184683,144.9624473
-37.81473126,144.945579
-37.82150887,144.9689781
-37.80969403,144.9707045
-37.82405334,144.9642713
-37.82403654,144.9642639
-37.7942252,144.9304667
-37.79414484,144.930253
-37.81620812,144.9644512
-37.80635903,144.9645897
-37.81032086,144.9725395
-37.80930688,144.9744888
-37.80532916,144.9520216
-37.80950342,144.9762652
-37.79862337,144.9689511
-37.82151819,144.9689803
-37.81890918,144.9550725
-37.82147813,144.9511161
-37.82381359,144.9674093
-37.79863369,144.9689484
-37.80853457,144.9606682
-37.80792991,144.9699166
-37.81568866,144.9697742
-37.82446922,144.9457481
-37.81532429,144.9408257
-37.81472232,144.945609
-37.79697767,144.9668951
-37.81844751,144.9680862
-37.81046413,144.9680684
-37.81492168,144.9723953
-37.80302293,144.9295299
-37.79490687,144.9291812
-37.81893261,144.9549894
-37.81512208,144.9716981
-37.82007922,144.9510271
-37.81737498,144.9540016
-37.7906137,144.9422881
-37.81838236,144.9466428
-37.80187507,144.9465378
-37.80185448,144.9462771
-37.8099744,144.9613301
-37.80087854,144.9716893
-37.82225775,144.9384734
-37.81055508,144.9601678
-37.81652566,144.9666924
-37.8169077,144.9697389
-37.81525125,144.9409574
-37.82467831,144.946705
-37.81854172,144.9441558
-37.80133415,144.9595226
-37.80130662,144.9595255
-37.82224046,144.9693182
-37.82410126,144.9438681
-37.81822522,144.9449349
-37.81008994,144.9625495
-37.81399442,144.9668634
-37.81400059,144.9668453
-37.81400586,144.9668266
-37.80330739,144.9632617
-37.80336396,144.9633334
-37.80554584,144.9450304
-37.80986195,144.9633364
-37.80263085,144.9638284
-37.77785106,144.9581709
-37.81291183,144.9673955
-37.8198569,144.9665014
-37.821605,144.9690236
-37.79751661,144.9697858
-37.81808696,144.9572224
-37.80361256,144.9496424
-37.82033591,144.9594044
-37.80656593,144.9645683
-37.79311711,144.9714573
-37.8127516,144.9686436
-37.8022217,144.9596518
-37.81749343,144.9592797
-37.80046281,144.9596792
-37.79999961,144.9592062
-37.81405464,144.9710755
-37.81455501,144.9690546
-37.80787807,144.9659938
-37.8143015,144.9660943
-37.81885116,144.9622309
-37.80869854,144.9778837
-37.81698592,144.9610451
-37.81662093,144.9545027
-37.8081618,144.9691288
-37.81668563,144.9588019
-37.81684139,144.9585965
-37.80214537,144.955931
-37.79787535,144.9687919
-37.80873235,144.9635407
-37.80875889,144.963549
-37.80879528,144.9635686
-37.81280415,144.9626249
-37.80734896,144.9636454
-37.80745924,144.9632691
-37.8235675,144.9813176
-37.82392038,144.984046
-37.80147648,144.9621531
-37.79914676,144.9700736
-37.81248119,144.9619752
-37.8132754,144.9544451
-37.80508216,144.9490708
-37.81081218,144.9668839
-37.81082712,144.9668358
-37.81119126,144.9644558
-37.80964084,144.9722413
-37.8071516,144.9642342
-37.79994335,144.9671818
-37.79893617,144.9702579
-37.79907696,144.9702385
-37.829709,144.9656203
-37.81224806,144.9539624
-37.80804414,144.9548531
-37.82362994,144.9801975
-37.82363249,144.98022
-37.82280377,144.9781357
-37.81694316,144.9619062
-37.81409792,144.9657915
-37.81018989,144.9456363
-37.80570431,144.9553815
-37.80233188,144.9605186
-37.81974906,144.9591333
-37.81056511,144.9572064
-37.81253459,144.9734341
-37.81053684,144.9528748
-37.81398298,144.9720426
-37.80998598,144.9726805
-37.81463642,144.9621612
-37.80229368,144.960873
-37.80075852,144.9459956
-37.83310497,144.9739445
-37.83309901,144.9738914
-37.82043077,144.9638634
-37.82042206,144.9638597
-37.81616119,144.9561553
-37.81607591,144.9564492
-37.81016414,144.9724708
-37.80374848,144.9493845
-37.79743581,144.9673584
-37.7980369,144.9672803
-37.81583437,144.9650702
-37.80843336,144.9732524
-37.80937629,144.9582876
-37.81136398,144.9588939
-37.81326776,144.9597548
-37.79605134,144.9244654
-37.80113242,144.9637164
-37.80282331,144.9649316
-37.81058291,144.9464277
-37.80580572,144.9563021
-37.8051138,144.9592745
-37.8069975,144.9629679
-37.80700651,144.962968
-37.81990593,144.9663614
-37.8072719,144.9591524
-37.79784045,144.9705832
-37.81203442,144.9777155
-37.81143544,144.9617397
-37.81245703,144.9689323
-37.81257946,144.9706495
-37.81388728,144.9646312
-37.81783764,144.9674258
-37.82144301,144.944221
-37.82145793,144.9442856
-37.80491261,144.9603015
-37.80302414,144.9674542
-37.79359019,144.9710315
-37.79914985,144.9640511
-37.79913633,144.9640509
-37.79908334,144.9640562
-37.80215629,144.9638228
-37.80227001,144.9665447
-37.80406734,144.9662384
-37.80619781,144.9643289
-37.8017717,144.953915
-37.79923948,144.9342991
-37.79923403,144.9342503
-37.8041984,144.9609246
-37.80419662,144.9609048
-37.81359797,144.9444391
-37.8137158,144.9425382
-37.81405154,144.9394488
-37.81548282,144.9377011
-37.81461807,144.9399359
-37.81879081,144.9478132
-37.81981261,144.9449488
-37.82029573,144.9425958
-37.80781108,144.9537626
-37.79028163,144.9350447
-37.82067774,144.9407043
-37.82082174,144.9416317
-37.80100711,144.9637396
-37.80730594,144.9426362
-37.80731394,144.947148
-37.80960879,144.9494712
-37.80866372,144.9486065
-37.79352045,144.971341
-37.7934904,144.9713438
-37.82035792,144.9685045
-37.78514648,144.9629649
-37.81551406,144.9638641
-37.80490675,144.9603012
-37.81371175,144.942435
-37.81372065,144.942429
-37.7969354,144.9555935
-37.79937016,144.9550673
-37.82078096,144.9441047
-37.82043183,144.9685157
-37.80476186,144.9476832
-37.82033179,144.9486963
-37.82167681,144.9496234
-37.79984875,144.9474095
-37.79985067,144.9474216
-37.81783469,144.9581246
-37.84755024,144.9799633
-37.80800033,144.9685496
-37.81435017,144.9700687
-37.81639256,144.9553218
-37.80046271,144.9571526
-37.80043275,144.957155
-37.81972191,144.9417787
-37.8200494,144.9511205
-37.80942615,144.9515694
-37.81783706,144.9581161
-37.81507171,144.9642781
-37.80637216,144.9628007
-37.81633021,144.9858101
-37.82392318,144.9643478
-37.81959629,144.9633997
-37.80688965,144.9662542
-37.81889705,144.9610608
-37.8011435,144.9637159
-37.80115564,144.9637146
-37.81861041,144.9464031
-37.79570503,144.9710288
-37.78440939,144.9591737
-37.79195093,144.9378919
-37.79945537,144.9529017
-37.83904579,144.9770677
-37.80223364,144.9593681
-37.80215308,144.9597379
-37.79708668,144.9678696
-37.79609351,144.9577538
-37.79742589,144.9235447
-37.81416556,144.9390178
-37.81453431,144.9380801
-37.82083607,144.9489591
-37.81376004,144.9658366
-37.80234969,144.959627
-37.82575636,144.9610203
-37.80964818,144.964201
-37.80098461,144.944347
-37.79639287,144.9352714
-37.79576871,144.9352456
-37.82138378,144.9562181
-37.80104061,144.9732981
-37.8029963,144.9690739
-37.79350653,144.9216097
-37.79408365,144.9226526
-37.7916552,144.9248318
-37.80884721,144.9625747
-37.8058471,144.9566714
-37.83042135,144.9691263
-37.80175002,144.9543064
-37.79492351,144.9714673
-37.84519508,144.982158
-37.79641906,144.9351565
-37.83048074,144.968933
-37.83069449,144.968191
-37.83070124,144.9681749
-37.80326164,144.9502532
-37.79566062,144.9446555
-37.82235264,144.9467143
-37.79638574,144.9703986
-37.80184683,144.9539967
-37.79520092,144.9724365
-37.81374842,144.9658318
-37.79500208,144.9721572
-37.79345949,144.9747369
-37.79433167,144.9745856
-37.79484564,144.9744983
-37.79476821,144.9743977
-37.79427796,144.9744758
-37.7938095,144.9745474
-37.82133796,144.9467115
-37.82038723,144.9503015
-37.82040235,144.9503106
-37.79651346,144.9352825
-37.812101,144.9771531
-37.79481541,144.9280596
-37.79503734,144.9275463
-37.79504311,144.9724515
-37.79407975,144.9560659
-37.79293395,144.9564685
-37.79579407,144.9545461
-37.79599214,144.9543692
-37.79565731,144.9543922
-37.7949008,144.9550688
-37.79480085,144.9551564
-37.79489625,144.9743544
-37.79380778,144.9560404
-37.80080852,144.9459841
-37.82407995,144.951999
-37.82410705,144.9520494
-37.82395529,144.9497398
-37.81038432,144.9523699
-37.79860552,144.9675348
-37.7979015,144.9690746
-37.80384732,144.943833
-37.79747635,144.9688776
-37.8043994,144.9607182
-37.80835126,144.947276
-37.79502528,144.9722903
-37.81685731,144.9657281
-37.80604131,144.9549797
-37.80518612,144.9602705
-37.79442275,144.9744371
-37.81049358,144.964472
-37.78479337,144.9588458
-37.80864659,144.9674652
-37.80000224,144.9592177
-37.80000464,144.9592418
-37.80991509,144.9610384
-37.80491945,144.9603164
-37.8173417,144.9598274
-37.79677199,144.9741203
-37.79773858,144.9739466
-37.82395086,144.9496823
-37.79412894,144.9664248
-37.80524704,144.9602601
-37.81821707,144.9489846
-37.81793493,144.9499635
-37.81792596,144.9499971
-37.82020828,144.9446679
-37.79348511,144.9563286
-37.8045558,144.9577936
-37.82131576,144.9445713
-37.82153938,144.9446152
-37.79427168,144.9403608
-37.79540127,144.9558501
-37.79539193,144.9557219
-37.79332506,144.9567441
-37.79571696,144.952095
-37.79024421,144.9426744
-37.81840335,144.9466529
-37.80202036,144.9477846
-37.80192632,144.9469085
-37.79908068,144.9364882
-37.82329429,144.9416112
-37.81192915,144.9595206
-37.80309492,144.9589067
-37.81497996,144.939245
-37.79987054,144.9476002
-37.79933203,144.940597
-37.81682157,144.9692281
-37.80335265,144.9663651
-37.80244177,144.9498761
-37.79646361,144.97411
-37.81933893,144.9473133
-37.80203219,144.946871
-37.82252595,144.9397508
-37.79943191,144.9406557
-37.82103986,144.9425359
-37.83618903,144.9759858
-37.81537591,144.9870459
-37.81644786,144.9335618
-37.81541429,144.9587418
-37.81541689,144.9587203
-37.80564711,144.9617041
-37.82676586,144.9664712
-37.81266281,144.9722343
-37.79822419,144.9687493
-37.81686158,144.9586068
-37.81659006,144.9554439
-37.81795686,144.9576916
-37.81207881,144.9564012
-37.8152421,144.9601111
-37.80206967,144.9597662
-37.80213663,144.9603906
-37.82403903,144.9433648
-37.8039376,144.9602168
-37.81805569,144.9540669
-37.81806261,144.9540397
-37.81674118,144.9529486
-37.81551819,144.9591264
-37.80496978,144.9658625
-37.80554387,144.9449793
-37.80415296,144.9605434
-37.79452373,144.9303421
-37.80681599,144.9581333
-37.80733488,144.9593184
-37.821615,144.9690284
-37.80626683,144.9613125
-37.8031704,144.9687391
-37.81426163,144.9627763
-37.81625754,144.9565144
-37.80438809,144.9605959
-37.8073461,144.9636572
-37.80964809,144.9722441
-37.80123381,144.960977
-37.81721741,144.9602473
-37.80866942,144.963513
-37.81450223,144.9626872
-37.82363793,144.9802796
-37.81690389,144.9697527
-37.814875,144.9682965
-37.81257973,144.9649424
-37.79641961,144.9422929
-37.8018858,144.9597016
-37.80429145,144.9679706
-37.8135979,144.954298
-37.8168767,144.9533006
-37.81175541,144.9647123
-37.82283,144.9695894
-37.80841922,144.9732527
-37.80677286,144.9650384
-37.81712137,144.9615344
-37.81713134,144.9615375
-37.81838086,144.956191
-37.80803164,144.9579446
-37.8070224,144.9629644
-37.82000207,144.9657496
-37.82236615,144.9555126
-37.82235618,144.9555091
-37.813767,144.9645756
-37.81525961,144.9409614
-37.81971629,144.951533
-37.81471026,144.9456509
-37.82006927,144.9510561
-37.81198994,144.9778171
-37.80523527,144.9511933
-37.80044372,144.9626106
-37.81249506,144.9619334
-37.81309565,144.9668204
-37.81819294,144.9623196
-37.79436771,144.9300177
-37.80626845,144.9604799
-37.81161321,144.936031
-37.82008412,144.9459603
-37.81542246,144.9587762
-37.81308081,144.9708183
-37.81324954,144.9705537
-37.80671366,144.9598728
-37.81826021,144.9496502
-37.80616179,144.9658586
-37.80597496,144.9658888
-37.82006732,144.9500323
-37.81622044,144.9383964
-37.8155251,144.9378562
-37.81556525,144.9378797
-37.813119,144.9673008
-37.81733673,144.953206
-37.8169182,144.9696995
-37.81917741,144.9486511
-37.81882667,144.9483767
-37.81948146,144.9483973
-37.80074436,144.9655403
-37.83002913,144.9692971
-37.82382828,144.9682761
-37.82385202,144.9683981
-37.81888129,144.9610562
-37.80104229,144.9529872
-37.81159965,144.9718547
-37.79569659,144.9710302
-37.80581031,144.9613913
-37.80471289,144.9537086
-37.80158346,144.9630074
-37.80158866,144.9630527
-37.79195298,144.9379111
-37.81547771,144.9450217
-37.84022169,144.9850734
-37.80211155,144.9593068
-37.80222509,144.9604088
-37.79610448,144.9577525
-37.81863679,144.9637845
-37.80220902,144.9602719
-37.81067964,144.9716196
-37.81063175,144.971785
-37.80059667,144.9625807
-37.79742001,144.9235541
-37.81466965,144.9662518
-37.81467884,144.9662566
-37.81420133,144.938832
-37.81456164,144.9380197
-37.81219294,144.9651247
-37.81393637,144.9659182
-37.81090788,144.9645311
-37.81076716,144.9642468
-37.81968472,144.9424972
-37.81683963,144.9657947
-37.81377261,144.9658389
-37.82574843,144.9608174
-37.82573984,144.9608057
-37.80965636,144.964205
-37.80976087,144.9645316
-37.80971795,144.9645092
-37.80084223,144.9447142
-37.80196482,144.9451012
-37.79624065,144.9352554
-37.7959608,144.9352432
-37.82139483,144.9562163
-37.7984985,144.9664983
-37.79884048,144.9680637
-37.79902042,144.9695777
-37.80078433,144.9708654
-37.80083179,144.9712613
-37.80276819,144.9669941
-37.80296751,144.9669724
-37.80300792,144.9690736
-37.80686638,144.9540275
-37.7984716,144.9663392
-37.80908599,144.9637293
-37.80920349,144.9637759
-37.8092123,144.9637799
-37.79737315,144.9259422
-37.79292041,144.9226263
-37.79302427,144.922445
-37.79316689,144.9221824
-37.8257164,144.9607739
-37.79431019,144.9218395
-37.79338567,144.9211138
-37.79343172,144.9212262
-37.79232536,144.9221
-37.79158223,144.9249609
-37.79194869,144.924319
-37.79293266,144.9245327
-37.79736565,144.9528561
-37.79737038,144.9528637
-37.79720883,144.9529899
-37.79685492,144.9533212
-37.80692034,144.9629826
-37.81427132,144.9448106
-37.80886545,144.9625093
-37.8402033,144.9850785
-37.80324939,144.9501442
-37.80325764,144.9502199
-37.80991139,144.96235
-37.8099006,144.9623876
-37.80980722,144.9627095
-37.80980466,144.962723
-37.80890003,144.9624091
-37.81441009,144.9383095
-37.81459792,144.9387334
-37.81830489,144.9641181
